content,content_stem,score,target
Ease of use & good experience on first purchase.,eas use good experi first purchas,5,0
charged me random extra costs. dont download this app.,charg random extra cost dont download,1,1
Loving this app. Trusted and Easy transactions,love trust easi transact,5,0
"My first purchase was great, but when I made an enquiry with another seller from a musical instrumental shop that I was interested in, replies never came back for nearly 2 weeks and I am still waiting as of today. Not responsive at all. Great Dissapointment. The item costs over $2,300.",first purchas great made enquiri anoth music instrument shop interest repli never came back nearli week still wait today respons great dissapoint cost,2,1
Never buy item from this app. Product are fake. In case you want to return any product then they will ask you to pay the courier charges. Stay away to buy products from this app. Had worst experience.,never buy product fake case want return product ask pay courier charg stay away buy product worst experi,1,1
"Good service by Shopee, Goods are mostly delivered on time. Sellers mostly are responsive. Thanks",good servic good mostli deliv time mostli respons thank,5,0
"After the initial setback of difficulty in changing the credit card for payment (which was rectified within 24 hours), the Shopee experience has been nothing short of outstanding - good UI for ordering, wide range of offerings, and swift delivery. Keep it up!",initi setback difficulti chang credit card payment rectifi within hour experi noth short outstand good ui order wide rang offer swift deliveri keep,5,0
Great shoppee,great,5,0
Can't pay money. Failed at veryfiying phone number. Please fix.,pay money fail veryfiy phone number pleas fix,2,1
can't get my phone verification code after many attempts...bad app. unable to purchase anything,get phone verif code mani attempt unabl purchas anyth,1,1
Easy to navigate although sometimes it showed there's some error. But the overall experience been pleasurable.,easi navig although sometim show error overal experi pleasur,4,0
Good app,good,5,0
"Your incessant, SHOPEE SHOPEE SHOPEE SHOPEE ads have annoyed me into returning to one-star review an app I actually was ambivalent towards to begin with. Congratulations, I'm not using this app again.",incess ad annoy return one star review actual ambival toward begin congratul use,1,1
"I'm new to Shopee, and really enjoy shopping here. Highly recommended to anyone who hasn't started shopping here. Thanks to Shopee.",new realli enjoy shop highli recommend anyon start shop thank,5,0
i oder 2 times lost clothes. 4times send the wrong size.sending items is not the same as the picture of the advertisement deceiving customers😡😡.I complained. They said they would send me a notice. But I never received it.,oder time lost cloth time send wrong size send pictur advertis deceiv custom complain said would send notic never receiv,3,1
"Was good,  till all the ""server error"" Notifications when i try to pId for my purchases.  What's the point of shopping when u can't pay for it and get it,  right?  No response from support ecen till now.",good till server error notif tri pid purchas point shop u pay get right respons support ecen till,3,1
All thr things that cannot get in normal store & price much more reasonable!!,thr thing cannot get normal store price much reason,5,0
Halfway shopping all the items in my cart turned empty! Tried again but same problem.,halfway shop cart turn empti tri problem,1,1
Very useful for online shopping.,use onlin shop,5,0
Mostly working before the updates. Still working after the updates but not uncommon to see the app hang at loading. Have to do battery pull when this happens.,mostli work updat still work updat uncommon see hang load batteri pull happen,3,1
"Convenient and efficient, most importantly having attractive rewards while shopping with Shopee, really enjoy this app ! Keep it up Shopee !",conveni effici importantli attract reward shop realli enjoy keep,5,0
Love online shopping experiece with Shopee...searching of products is easy and with wide variety to choose from. Tracking of purchased goods is also easy and shipment information is clear. Will definitely recommend this shopping platform to my relatives and friends!,love onlin shop experiec search product easi wide varieti choos track purchas good also easi shipment inform clear definit recommend shop platform rel friend,4,0
Seriously the app very slow and annoying,serious slow annoy,1,1
You can buy almost any product you need! Already bought my pet supplies and beauty products during this Lockdown period. They even deliver to your doorstep.,buy almost product need alreadi bought pet suppli beauti product lockdown period even deliv doorstep,5,0
if i can give 0 stars I would the page is very laggy and I thought it was my wifi connection but it isn't it keeps shutting down and I can't press on anything,give star would page laggi thought wifi connect keep shut press anyth,1,1
No response of emailed for undelivered item,respons email undeliv,1,1
Credit card payment keeps failing on app as well as website.. Customer support only tells me to reinstall the app,credit card payment keep fail well websit custom support tell reinstal,1,1
"Had problems trying to pay via bank transfer and couldnt upload my receipt AFTER paying, had to try multiple times before I can upload the receipt successfully. Dont think will be purchasing from this platform again.",problem tri pay via bank transfer couldnt upload receipt pay tri multipl time upload receipt success dont think purchas platform,1,1
Ok,ok,4,0
"Good app, easy to navigate with many great deals!",good easi navig mani great deal,5,0
Update and update and still FREEZE AND HANG!!!! 🖕🖕🖕🖕,updat updat still freez hang,1,1
I love shopee so much Enjoy online shopping 😉,love much enjoy onlin shop,5,0
... the UI is improving but the app lags ... both in content loading and overall responsiveness.,ui improv lag content load overal respons,3,1
I don't understand the price   coz its in the dollars sign. And I'm here in the Philippines how to change it. Pls,understand price coz dollar sign philippin chang pl,2,1
Very convenient for shoppers.,conveni shopper,5,0
It take so long for the goods to arrive!,take long good arriv,2,1
Very prompt sellers and secured quality purchase.,prompt secur qualiti purchas,5,0
"I hv no confidence with e sellers at SHOPEE. Bought 3 items. 1st seller)i bought pee pad based on their pictures advertised. It shows thick pee pad. But when arrived, pee pad is super thin & small. I wanted to return & have my refund but after 1wk in e chat room, seller not willing to refund. 2nd seller) pee pad only can be collected on Wkdays during office hrs @ 1 location only? 3rd item, swimwear cutting is horrible. The chest part is cut inward. Shop @your own risk with shopee's sellers.",hv confid e bought st bought pee pad base pictur advertis show thick pee pad arriv pee pad super thin small want return refund wk e chat room will refund nd pee pad collect wkday offic hr locat rd swimwear cut horribl chest part cut inward shop risk,1,1
Very responsive and user friendly.,respons user friendli,4,0
Item arrived early but faulty and now after i charge full the airpods it says 90% charge after first song finished 2 minutes the airpod is fully discharged. Other vendors were good and delivery was prompt . I have one Tap ordered also suffered and got refund. Shoppee help is very good I got back my refunds. But shoppee should stop these bad vendors Subsequently I have good experience especially when getting refund so now I change my perception.,arriv earli faulti charg full airpod say charg first song finish minut airpod fulli discharg vendor good deliveri prompt one tap order also suffer got refund help good got back refund stop vendor subsequ good experi especi get refund chang percept,4,0
Great online platform to shop!,great onlin platform shop,5,0
"App has significant functioning issues(unable to check out due to network error,product information changed error constantly popping up with no change)",signific function issu unabl check due network error product inform chang error constantli pop chang,2,1
The safest shopping app 😁,safest shop,5,0
Just remember not to deal outside Shoppee. Was scammed once because seller wanted to deal out of shoppee.,rememb deal outsid scam want deal,3,1
Good,good,5,0
bad experience of trying to get my payment to go through. the payment keeps failing even after inputting the right details.,experi tri get payment go payment keep fail even input right detail,1,1
"Stupidest shopping app. Bought something and after 1 month still no sight 
but status said delivered n completed. Contact seller n was told that need 
to wait 10 days, items already at local post office.... What? They sent 
from the Moon? Been online shopping forever n never heard such nonsense... 
Never going to use the app or the site ever.",stupidest shop bought someth month still sight statu said deliv n complet contact n told need wait day alreadi local post offic sent moon onlin shop forev n never heard nonsens never go use site ever,1,1
Competition and more seller/product selection is always good.,competit product select alway good,5,0
Like to do shopping at shopee sg.,like shop sg,5,0
Website is nice n easy to buy. Can create Favourite folder list for user? Easier for us to use.,websit nice n easi buy creat favourit folder list user easier us use,4,0
Fast delivery,fast deliveri,4,0
Very good experience shopping,good experi shop,5,0
Good. Good. Good,good good good,4,0
"Love shopping from Shopee but been having problem with credit/debit payment. Always have the ""Oops! Payment Failed!"" message popped out after keying in the OTP. I've already uninstalled and install Shopee app but still have the same issue.",love shop problem credit debit payment alway oop payment fail messag pop key otp alreadi uninstal instal still issu,3,1
Reliable & fast delievery.,reliabl fast delieveri,5,0
Referral never registered. App messy. Hard to navigate and not user friendly.,referr never regist messi hard navig user friendli,1,1
Zero stars! Shame shame! For not highlighting clearly upfront that coins will expire. Tentamounting to scamming!,zero star shame shame highlight clearli upfront coin expir tentamount scam,1,1
Need a fix. The cart keep loading. Cannot press any item on the cart. Please fix it. Thanks,need fix cart keep load cannot press cart pleas fix thank,1,1
Many great deals & discount. Customer support is great.,mani great deal discount custom support great,4,0
Competitive price,competit price,4,0
can i pay cash?,pay cash,2,1
love it...easy to use...great to be able to review buyers experience.,love easi use great abl review buyer experi,5,0
"It was really buggy before, but it's acceptable now. But seriously, it still feels like carousell, except, you're able to process payment here.",realli buggi accept serious still feel like carousel except abl process payment,3,1
I just firstime costumer here,firstim costum,4,0
Cant update my credit card payment method keep asking me to contact shopee support,cant updat credit card payment method keep ask contact support,1,1
"Fast and easy, super good deals also.",fast easi super good deal also,5,0
it will be a 5 star if not for the fact that anyone can sell on Shopee without stringent verifications of seller & their products.,star fact anyon sell without stringent verif product,4,0
I am in philippines but whenever I download this app the currency is always in US dollar. Please help me fix this as theres no option in settings to change curreny.,philippin whenev download currenc alway us dollar pleas help fix there option set chang curreni,1,1
Easy to deal all kinds of things.. Its alot of cheap deals..,easi deal kind thing alot cheap deal,5,0
"edit: my issues was resolved, however the app design is still quite bad. opening a new in-app browser for every link i press makes it annoying when i have multiple layers of it opened. consider changing it to use the existing in-app browser if one is already open.",edit issu resolv howev design still quit open new browser everi link press make annoy multipl layer open consid chang use exist browser one alreadi open,2,1
Reliable and always update the status of orders.,reliabl alway updat statu order,5,0
"You may look whatever you want, base in local or oversea. Trusted and easy to use, play some game to earn discount. You also may selected free shipping or standard shipping. Most all products been order are sastify - similar, no damage, well packaging, fast delivery and etc.",may look whatev want base local oversea trust easi use play game earn discount also may select free ship standard ship product order sastifi similar damag well packag fast deliveri etc,5,0
Horrible app with horrible customer service. Did not honour their own promotions and kept blaming the customer and the bank,horribl horribl custom servic honour promot kept blame custom bank,1,1
its a great shopping app with so many offers and good deals,great shop mani offer good deal,5,0
Good app,good,1,1
Delivery in time! Items were well packed.,deliveri time well pack,5,0
Reliable but the interface seems loaded with too much information. Need time to get use to the pages,reliabl interfac seem load much inform need time get use page,4,0
"Great shopping experience. Can even negotiate on the app 👍 Sellers from all around the world can sell on this platform, making it more versatile than any other platforms available. However , some refinement on the UI can be done, there's space for improvement 😁",great shop experi even negoti around world sell platform make versatil platform avail howev refin ui done space improv,4,0
Been shopping from this app for quite a while and overall quite satisfied.,shop quit overal quit satisfi,4,0
"The app is frustratingly slow, which affects the browsing experience.",frustratingli slow affect brows experi,2,1
Lag but still very good,lag still good,4,0
"Shoppee, can the LIKES item be categorized like those in WISH app for our easy reference.",like categor like wish easi refer,3,1
After using it for a few purchases quite easy to navigate. Look forward to see more upgrades to better experience. Especially on search function.,use purchas quit easi navig look forward see upgrad better experi especi search function,5,0
After your new update. Some of the item failed to load. And ask u to reload again. And same thing on few other item. Pls fix it.,new updat fail load ask u reload thing pl fix,1,1
App is a POS. Won't even download. Some web functions are not supported on Mobile Web which makes the entire experience impossible and insufferable,po even download web function support mobil web make entir experi imposs insuffer,1,1
"Shopee used to be one of the better online purchasing platforms. But recently they lowered the value of their vouchers from 20% to 15%. Probably to cover the cost of hiring Christiano Ronaldo. Edit: Reduced one more star as they've made it more difficult to get coins. Daily check-in coins reduced, shopee throw coins fully redeemed, limit to max 50 coins earned per purchase. Now they have their ""million dollar discount"" promo but it's just to make users unable to use their coins exchanged voucher",use one better onlin purchas platform recent lower valu voucher probabl cover cost hire christiano ronaldo edit reduc one star made difficult get coin daili check coin reduc throw coin fulli redeem limit max coin earn per purchas million dollar discount promo make user unabl use coin exchang voucher,2,1
Reliable!,reliabl,5,0
good,good,4,0
"I like how most of my purchases are fulfilled and refunds are done on time and everything is tracked perfectly. Also, bring back BlackPink as the face of Shopee instead of discount Ronaldo.",like purchas fulfil refund done time everyth track perfectli also bring back blackpink face instead discount ronaldo,5,0
lousy..the search function is not working. if it's not working then remove it so to save shopper time. I wanted to search for a specific items n cant use the function at all. will patrol back to qoo10 or lazada,lousi search function work work remov save shopper time want search specif n cant use function patrol back qoo lazada,1,1
This app is like carousell hoping to see more improvements.Unless u asked permission from carousell to copy the browse of their app then I'm fine. Plus the amount of price is ex.,like carousel hope see improv unless u ask permiss carousel copi brows fine plu amount price ex,2,1
Application is good bit I don't like the shopee agreement and policy. When I want to return the product shoppe is giving credit only to the seller and they are not considering the customer request. I hate this. So for the costly product I prefer other online portal.,applic good bit like agreement polici want return product shopp give credit consid custom request hate costli product prefer onlin portal,3,1
What's happening? Used to be a good app but now always lagged. Can't even open my cart to check out my item. Keep on loading and loading. Fix it a.s.a.p please!!,happen use good alway lag even open cart check keep load load fix p pleas,1,1
I am so happy,happi,1,1
"Easy to use, lots of bargain. Ease of payment can be improved.",easi use lot bargain eas payment improv,4,0
Good apps!!!,good app,5,0
everything went well and my items always being delivered on time! thumbs up Shopee,everyth went well alway deliv time thumb,5,0
So far so good,far good,3,1
Deduct my money..cant proceed to purchase the item I bought bcos of the receipt not invalid.i only have the screenshot that I done transfer money to them..what a difficult n stupid apps..I wont shopp here anymore..ask me to do bank transfer n have clear receipt information..whattt must transfer again money..how about my money they deduct from my acc..lousy apps ever..I just want my money backk...,deduct money cant proceed purchas bought bco receipt invalid screenshot done transfer money difficult n stupid app wont shopp anymor ask bank transfer n clear receipt inform whattt must transfer money money deduct acc lousi app ever want money backk,1,1
"I love to shop at Shopee, with all the games and activities that she has..make my shopping more enjoyable.",love shop game activ make shop enjoy,5,0
Quite easy to use,quit easi use,4,0
Product deliver as promise. Good quality. You get what you see.,product deliv promis good qualiti get see,5,0
Nice app to shop with,nice shop,5,0
"Ordered washing machine n paid in full n also download payment receipt as requested, system prompted payment under verification. after hours later, email received saying payment not done ""pending"". called number provided says, busy and having high call volumes.. went to see app for pending and check my orders..there isn't any.. now where is my order confirmation or how will I be notified.. this my first shopping experience with Shopee",order wash machin n paid full n also download payment receipt request system prompt payment verif hour later email receiv say payment done pend call number provid say busi high call volum went see pend check order order confirm notifi first shop experi,5,0
"Fast and efficient deliveries, chats with seller and deals.",fast effici deliveri chat deal,5,0
GD apps,gd app,4,0
My account got banned because it was hacked so I created a new account however I cannot verify my phone number as it was used for the previous account. I can't even chat with seller,account got ban hack creat new account howev cannot verifi phone number use previou account even chat,1,1
Great app for online purchases. Most listings are cheaper then those found on other apps in Sg.,great onlin purchas list cheaper found app sg,5,0
User friendly app and easily navigable. It will be great if shopee coins of a much higher value could be given and 2 free spins to be given to each user daily.,user friendli easili navig great coin much higher valu could given free spin given user daili,4,0
"Can be more user friendly like when deleting notifications, will be better if there are shortcuts or easier way to do so.",user friendli like delet notif better shortcut easier way,4,0
"Shopee has improved alot compared to other platform, I'm starting to getting used to it and much more ongoing promotion all day long. Great job Shopee. Well done.",improv alot compar platform start get use much ongo promot day long great job well done,5,0
App offers wide variety if products. Easy to use.,offer wide varieti product easi use,5,0
Shopee Agent failure in rendering assistance in my missing purchase... Dont try to bother to auto reply message here coz you guys simply dont bother to reply me before. So why bother... Thank you and have a pleasant day ahead...,agent failur render assist miss purchas dont tri bother auto repli messag coz guy simpli dont bother repli bother thank pleasant day ahead,1,1
Shopee not good enough.,good enough,1,1
"Shoppee 1st welcome gift is a scam. It does not come with clear instructions, 1st off. If you check the box for claim free gift, it does not allow you to proceed with your payment. Agent said I should claim free gift before 1st purchase. However, no instructions was given prior to my 1st purchase. Very unfortunate experience for 1st time use.",st welcom gift scam come clear instruct st check box claim free gift allow proceed payment agent said claim free gift st purchas howev instruct given prior st purchas unfortun experi st time use,2,1
"Can even open the apps, waste my data downloading it.",even open app wast data download,1,1
Great user experience so far and I've been able to found every product I was looking for 👍,great user experi far abl found everi product look,5,0
"The items on sales are of reliable quality. Especially the flash deals, the items are mostly really good deal. The customer service staff are really responsive and helpful.",sale reliabl qualiti especi flash deal mostli realli good deal custom servic staff realli respons help,5,0
App keeps hanging after awhile and I need to kill it to get it responding again,keep hang awhil need kill get respond,1,1
"Just another app indulge in capitalism, bias to seller, dont really care about buyer, lazada definitely handle the refund/return service better than this company.",anoth indulg capit bia dont realli care buyer lazada definit handl refund return servic better compani,1,1
I can't even login to my account. Tried to login through Facebook and SMS. It don't work.,even login account tri login facebook sm work,1,1
Items delivery came in early and in good condition. Will purchase more items from shopee.,deliveri came earli good condit purchas,5,0
scam,scam,1,1
"Great user interface design and easy navigation. The in built games are interesting and fun too! Two downside I have had is sellers PM to say item is out of stock but yet item is still out in the listing. Also the other being, if the overseas tracking can allow users to open up the actual web link of the service because there may be times where the tracking services be delayed due to some circumstances in which it is not stated in the app.",great user interfac design easi navig built game interest fun two downsid pm say stock yet still list also oversea track allow user open actual web link servic may time track servic delay due circumst state,4,0
"I think they let any chicken, duck and donkey sell on this app. Everything ordered came in later than promised date and even after the 3 day extension. Sizes were all wrong and inaccurate, totally no standard or criteria for sellers.",think let chicken duck donkey sell everyth order came later promis date even day extens size wrong inaccur total standard criteria,1,1
"Recently changed my phone to mate 10 Pro and having problem loading the page... Its always blank, pls look into it thanks",recent chang phone mate pro problem load page alway blank pl look thank,2,1
"Used to love purchasing things from shopee but recently there are a lot of issues such as topping up our shopee wallet and the $1 Big Prizes does not reflect the current prize for the day/week. Also, it is hard to find coupons / vouchers when making our purchases.",use love purchas thing recent lot issu top wallet big prize reflect current prize day week also hard find coupon voucher make purchas,1,1
"I'm very disappointed your staff of customers service because I have sent numerous email to your staff Jacob, but no response at all since I have done what he told me. Up till now I didn't receive the refund since I'd reported the refund in April and Mr. Jacob promised to put the refund into my account, but I didn't receive even I'd done as he said and not response me afterwards. Whats happened ? Please kindly let me know Asap!!!!",disappoint staff custom servic sent numer email staff jacob respons sinc done told till receiv refund sinc report refund april mr jacob promis put refund account receiv even done said respons afterward what happen pleas kindli let know asap,1,1
Payment can't get through. Been trying for a couple of days but payment verification still doesn't work. Missed the daily deals I wanted and my welcomeshopee code is going to expire in 2days..,payment get tri coupl day payment verif still work miss daili deal want welcomeshope code go expir day,2,1
Simple to use,simpl use,5,0
"SHOPEE DOESN'T CARE WHEN DEALER SENT ME WRONG GOODS! I ordered Black Bag (Variation-1) for quality-2 but dealer sent me wrong, White (Variation-2) for quantity-2 which i never ordered. Later i tried many time for changing it but dealer not willing to reply as well as change. I also approach Shopee care they kept on saying sorry sorry, please wait wait but they also never changed. Overall VERY DISAPPOINTED My poor dealer 'lucky1314.sg' Helpless Shopee insta page Shopee_SG My case id 14593055",care dealer sent wrong good order black bag variat qualiti dealer sent wrong white variat quantiti never order later tri mani time chang dealer will repli well chang also approach care kept say sorri sorri pleas wait wait also never chang overal disappoint poor dealer lucki sg helpless insta page sg case id,1,1
Reliable and wide range of products. Easy to order.,reliabl wide rang product easi order,5,0
"the app just suck, keep lag when got event than might as well not host",suck keep lag got event might well host,1,1
"Good app but this time, the shoppee farm I tried a dozens of time and it is not working at all. This is important to me so only 2 stars for now",good time farm tri dozen time work import star,2,1
Easy platform to use. Great experience.,easi platform use great experi,5,0
A bit dazzling but actually it is quite easy to use.,bit dazzl actual quit easi use,5,0
God like,god like,5,0
"Wont Won't let me verify phone, email or facebook. App needs work. Can it even be used for U.S.A.",wont let verifi phone email facebook need work even use u,2,1
The best shopping app. Love it with reasonable price and offers..,best shop love reason price offer,5,0
Too cluttered sometimes. Definitely room for improvements.,clutter sometim definit room improv,4,0
The app is good and easy to use.,good easi use,5,0
Great place to shop. Log in everyday to collect my coins and use them to offset my purchases. Hassle free and so far good quality products bought from them.,great place shop log everyday collect coin use offset purchas hassl free far good qualiti product bought,4,0
GOOD,good,4,0
I love this app so much😍😍,love much,5,0
Good,good,4,0
Friends unable to use my referral code,friend unabl use referr code,4,0
Screen error on payment page (unable to display properly) and thus cannot submit OTP for verification.,screen error payment page unabl display properli thu cannot submit otp verif,2,1
"I have issues with the telephone number being verify. I didn't even 
verified my phone number but the app says I did. I can't even checkout and 
pay for the items I wanted to buy.",issu telephon number verifi even verifi phone number say even checkout pay want buy,2,1
Love it! Nice online shopping platform!,love nice onlin shop platform,5,0
cannot login even if using sms or fb,cannot login even use sm fb,1,1
"My orders got cancelled without my knowledge/approval. If I have already waited for 2 weeks, means I can wait for the shipment. Why does Shopee decide for me and I dont have a choice to extend? Seller takes sometime to deliver, but that is ok for me for that particular order. When Shopee cancels my order, i might not be able to get the same price again and i would need to wait another round ALL OVER AGAIN. Right now, i dont even want buy this from Shopee anymore. Very angry and disappointed.",order got cancel without knowledg approv alreadi wait week mean wait shipment decid dont choic extend take sometim deliv ok particular order cancel order might abl get price would need wait anoth round right dont even want buy anymor angri disappoint,1,1
"seller send wrong variation, dispute team closed case in favour of seller, what a lousy shopping app",send wrong variat disput team close case favour lousi shop,1,1
Great app to use. And easy to navigate!,great use easi navig,5,0
Great experience,great experi,4,0
long time installing,long time instal,2,1
Lag sometimes. But otherwise good,lag sometim otherwis good,4,0
"After I keep getting blasted with your annoying (understatement) ads, I've uninstalled and so did the rest of my family and friends. Please fire your marketing team for the distasteful, repetitive, obnoxious and vapid ads. Unless subliminal messaging was the intention, which makes it worse.",keep get blast annoy understat ad uninstal rest famili friend pleas fire market team distast repetit obnoxi vapid ad unless sublimin messag intent make wors,1,1
Good prices,good price,4,0
"Products is good.... But is getting lack of updating on the tracking... Look into the tracking system, even the product have already sent to me and the system still says in transit.",product good get lack updat track look track system even product alreadi sent system still say transit,3,1
Awesome,awesom,5,0
Easy to use platform and payment process at breeze.,easi use platform payment process breez,5,0
"Some sellers are professional, able to answer and expedit the delivery. However, do watch out some products which may not be original.",profession abl answer expedit deliveri howev watch product may origin,5,0
Terrible support.,terribl support,1,1
There are some errant sellers on the platform and Shopee support is failing to address some of these issues. 99 cents flash sale where seller wants to be advertised but fail to deliver goods at that price and cancels my order. This app is overtaking Lazada and Qoo10. #1 choice for my online shopping.,errant platform support fail address issu cent flash sale want advertis fail deliv good price cancel order overtak lazada qoo choic onlin shop,3,1
Good way for shopping. Try it now.,good way shop tri,5,0
"I have problems getting the verification code. Keep saying network error. Then when i reinstall, i cant even log into my acc anymore. Pls kindly fix this. Thanks",problem get verif code keep say network error reinstal cant even log acc anymor pl kindli fix thank,2,1
Apps server down? After update cant detect my save address after trying to check out.. Shows server error.. Pls rectify,app server updat cant detect save address tri check show server error pl rectifi,2,1
"Good app with good deals. Only downside is there may be sellers who don't understand English, making communication with them extremely difficult. I got around the problem by communicating in Chinese. Good that the app supports Chinese text. Also, many of my items are actually shipped from China. It's like paying less for something not needed in a hurry. Good deals with local stocks are definitely a plus, like my recent purchase of pet product.",good good deal downsid may understand english make commun extrem difficult got around problem commun chines good support chines text also mani actual ship china like pay less someth need hurri good deal local stock definit plu like recent purchas pet product,4,0
Good to buy things during flash deal. Love the app!,good buy thing flash deal love,5,0
Can't change my Shopee Farm ID. It does not follow the name or user ID in my profile. It comes with default numbers and letters. How do I change it? Have tried deleting my account and start over...still the same.,chang farm id follow name user id profil come default number letter chang tri delet account start still,3,1
Bank vouchers collection can be improved.,bank voucher collect improv,5,0
Some delivery exceeded extended guarantee time should be auto cancelled. Some waits are too long.,deliveri exceed extend guarante time auto cancel wait long,4,0
So far so good,far good,4,0
Smooth setup and easy to use. Very good,smooth setup easi use good,5,0
Cheaper price than other online platform,cheaper price onlin platform,4,0
Have variety of choice.,varieti choic,4,0
Some are delayed but is nice!?!,delay nice,5,0
Have purchased many good quality items at cheap prices from this app.You have to read the reviews of other buyers to tell you about the item and service of the sellers.I also sell and the app is easy to navigate but it is annoying that I have a hard time categorising my items.It seems like it cannot get into a suitable category and it always end up not getting uploaded into the store. Maybe they can have a guide of what items can fit in a category because some items can be hard to categorise.,purchas mani good qualiti cheap price read review buyer tell servic also sell easi navig annoy hard time categoris seem like cannot get suitabl categori alway end get upload store mayb guid fit categori hard categoris,4,0
User friendly,user friendli,4,0
Mostly Trustworthy sellers and great deal found in Shopee that you can't miss.,mostli trustworthi great deal found miss,5,0
Good,good,5,0
Generally a very user friendly app.,gener user friendli,4,0
"Wonderful and smooth experience. Layout and display is easy to navigate, and I love how Shopee supports sellers by having regular discounts and offers! Makes me keep coming back for more!",wonder smooth experi layout display easi navig love support regular discount offer make keep come back,5,0
"I request for a refund, but I can't find any other options to click other then release payment. UI is so frustrating. The staff chat app doesn't help any at all. And just simply put me in ignore mode. Stop replying to me. Wow thanks for a business app. No more purchases now.",request refund find option click releas payment ui frustrat staff chat help simpli put ignor mode stop repli wow thank busi purchas,1,1
Great👍,great,5,0
Annoying faking app keep sending notifications every few hours in a day! Uninstalled.,annoy fake keep send notif everi hour day uninstal,1,1
I had fun shoppong with Shopee specially during this CB period. Almost everything can be found and lots of choices to choose from.,fun shoppong special cb period almost everyth found lot choic choos,5,0
i got cheated 1600sgd by one of the seller user name sg_set506. already filed a police complaint against him and now his acc suspened. now looks like same seller opened another account with user id best_device88 and reported as scam with snapshots in app. i would like to request shopee to take strong action against him and if can retrieve my money i would be greatful.,got cheat sgd one user name sg set alreadi file polic complaint acc suspen look like open anoth account user id best devic report scam snapshot would like request take strong action retriev money would great,1,1
the complete section is not working? I can't rate / write review after item is Recieved.,complet section work rate write review reciev,3,1
Fast and easy. Accurate and Authenticity of product stated and delivered as ordered. Shipment is well tracked and packed for protection and warranty.,fast easi accur authent product state deliv order shipment well track pack protect warranti,5,0
"Great platform during circuit breaker,as we are not able to expose ourself outside to contain the covid19 situations effectively...",great platform circuit breaker abl expos ourself outsid contain covid situat effect,5,0
Safe way to buy products with release of funds after receiving items. Fun ways to earn coins through games.,safe way buy product releas fund receiv fun way earn coin game,5,0
"The ads on YouTube are very annoying, and I mean very annoying. I'm shopping somewhere else",ad youtub annoy mean annoy shop somewher els,1,1
Great,great,5,0
Good👍,good,4,0
Easy to find things..,easi find thing,4,0
"The apps hang and stopped at the payment page. Can't proceed to purchase 
anything.",app hang stop payment page proceed purchas anyth,1,1
Fuss free experience except the very first time the there was a persistent error on credit card payment during 12.12 sales. Not sure if it was my card's problem or the system was overloaded.,fuss free experi except first time persist error credit card payment sale sure card problem system overload,4,0
Cannot load the app. Hope shopee try protect sellers also. Sometime i am scared that buyers would not click order received even when i passed them the items. They can receive but say they never receive Which will cause me to lose money. So i hope you can think for sellers if not sellers will stop selling items. Happy as buyer but afraid of being a seller,cannot load hope tri protect also sometim scare buyer would click order receiv even pass receiv say never receiv caus lose money hope think stop sell happi buyer afraid,1,1
Reliable,reliabl,4,0
Fantastic,fantast,5,0
App works well most of the time. Has some UI issue that needs addressing.,work well time ui issu need address,4,0
"Shopee is a great place for people to shop and search for things that might interest them or even for future needs.Shopee also offer great deals at different time of the day and night,and it is continuous!! Shopee also hold events almost every month which can get people attentions to buy things at a cheaper price.Overall,good experience using this application!",great place peopl shop search thing might interest even futur need also offer great deal differ time day night continu also hold event almost everi month get peopl attent buy thing cheaper price overal good experi use applic,5,0
Good shopping platform and efficient app!,good shop platform effici,5,0
Fast delivery n items so far are genuine,fast deliveri n far genuin,4,0
Very good app. Many things to purchase,good mani thing purchas,5,0
"Do not buy through this app, the promotions are a lie and the ""app-only coupons"" don't actually work. They will charge your card without applying the discount and customer support will refuse to honor the offer. Edit: In reply to the dev response, I have already done so prior to my review [Case Number 38371121] hence my statement about Customer Support.",buy promot lie coupon actual work charg card without appli discount custom support refus honor offer edit repli dev respons alreadi done prior review case number henc statement custom support,1,1
Hassle free app for my one stop solutions for online shopping.,hassl free one stop solut onlin shop,5,0
"Usually when im scrolling through Shopee, the scroll will stop even though i am dragging my finger on the screen. It somehow doesn't recognise my input.",usual im scroll scroll stop even though drag finger screen somehow recognis input,3,1
Poor customer service. Used it for the first time on 12/12. Wasn't able to input my phone number so my entire checkout was halted. Sent an email in to ask for help still no response.,poor custom servic use first time abl input phone number entir checkout halt sent email ask help still respons,1,1
"Lots of selection, delivery may be a little slow but expected as most items are shipped from overseas. Good response from sellers",lot select deliveri may littl slow expect ship oversea good respons,5,0
"Shopee offer great deals each day, I can't deny that! Each day its a must for me to visit the app. But it really bothers me, everytime I used data or wifi there will be a connection problems, its super slow to load and it keeps hanging while browsing. I really HOPE Shoppe Team will improve the issues, to avoid disappointment frm customers. 😊👍",offer great deal day deni day must visit realli bother everytim use data wifi connect problem super slow load keep hang brows realli hope shopp team improv issu avoid disappoint frm custom,3,1
Rated on seller but no coins received.,rate coin receiv,3,1
Lousy! Extremely bad! Frequent technical problems,lousi extrem frequent technic problem,1,1
Try it and you'll love to shop in shopee 👍🙂,tri love shop,5,0
Nicely wrapped.,nice wrap,5,0
Never receive my order. Cannot get help whatsoever.,never receiv order cannot get help whatsoev,1,1
Ease of use,eas use,5,0
good and smooth experience so far using shoppee for my purchases.,good smooth experi far use purchas,5,0
